año,mes,temp,precip,provincia
2022,5,11.761290322580646,502.2,BOLIVAR
2022,6,10.856666666666666,317.1,BOLIVAR
2022,7,11.341935483870968,257.0,BOLIVAR
2022,8,11.248387096774193,131.7,BOLIVAR
2022,9,11.01,157.6,BOLIVAR
2022,10,11.712903225806452,239.9,BOLIVAR
2022,11,11.753333333333334,96.3,BOLIVAR
2022,12,10.80967741935484,285.0,BOLIVAR
2023,1,11.048387096774194,388.2,BOLIVAR
2023,2,11.49642857142857,466.6,BOLIVAR
2023,3,11.525806451612903,398.2,BOLIVAR
2023,4,11.873333333333333,447.4,BOLIVAR
2023,5,12.635483870967741,508.3,BOLIVAR
2023,6,12.41,410.2,BOLIVAR
2023,7,12.35483870967742,260.9,BOLIVAR
2023,8,11.761290322580646,179.5,BOLIVAR
2023,9,11.82,206.6,BOLIVAR
2023,10,12.029032258064515,393.59999999999997,BOLIVAR
2023,11,12.526666666666667,255.7,BOLIVAR
2023,12,12.883870967741935,441.3,BOLIVAR
2024,1,12.725806451612904,456.1,BOLIVAR
2024,2,12.827586206896552,554.3,BOLIVAR
2024,3,13.006451612903225,478.8,BOLIVAR
2024,4,12.686666666666667,466.3,BOLIVAR
2024,5,12.783870967741937,442.1,BOLIVAR
2024,6,12.09,227.4,BOLIVAR
2024,7,12.67741935483871,126.2,BOLIVAR
2024,8,11.825806451612904,78.9,BOLIVAR
2024,9,11.860000000000001,107.5,BOLIVAR
2024,10,11.851612903225806,209.9,BOLIVAR
2024,11,11.933333333333334,77.1,BOLIVAR
2024,12,12.254838709677419,494.4,BOLIVAR
2025,1,12.083870967741936,521.2,BOLIVAR
2025,2,11.982142857142858,639.4,BOLIVAR
2025,3,12.535483870967743,544.9,BOLIVAR
2025,4,12.55,541.9,BOLIVAR
2025,5,12.616129032258065,361.5,BOLIVAR
2025,6,12.346666666666666,355.8,BOLIVAR
2025,7,12.425806451612903,210.3,BOLIVAR
2025,8,12.09032258064516,276.4,BOLIVAR
2025,9,12.586666666666668,271.6,BOLIVAR
2025,10,12.22258064516129,365.2,BOLIVAR
2025,11,12.343333333333334,396.1,BOLIVAR
2025,12,12.12258064516129,150.3,BOLIVAR
2026,1,11.906451612903227,416.6,BOLIVAR
2026,2,12.12142857142857,570.7,BOLIVAR
2026,3,12.719354838709679,347.7,BOLIVAR
2026,4,12.72,236.8,BOLIVAR
2026,5,13.570967741935483,390.1,BOLIVAR
2026,6,13.306666666666667,373.5,BOLIVAR
2026,7,13.52258064516129,270.4,BOLIVAR
2012,1,12.983870967741936,341.7,CANAR
2012,2,12.786206896551725,353.9,CANAR
2012,3,12.325806451612904,217.4,CANAR
2012,4,12.993333333333334,177.20000000000002,CANAR
